interactive,unused-javascript,total-byte-weight,resource_image_bytes,resource_font_bytes,unused-css-rules,unused-javascript_savings_bytes,resource_third-party_bytes,category,strategy
15845.66201364759,280.0,3010571.0,1734580.0,0.0,0.0,491170.0,471308.0,Retail & Ecommerce,mobile
13627.052837989531,280.0,1801410.0,355834.0,0.0,150.0,594489.0,468492.0,Retail & Ecommerce,mobile
15054.191771524373,450.0,2850921.0,1621420.0,0.0,0.0,511795.0,470159.0,Retail & Ecommerce,mobile
15431.917345145775,140.0,2523741.0,1068431.0,0.0,150.0,872931.0,474600.0,Retail & Ecommerce,mobile
14289.310008977029,2200.0,2070457.0,601117.0,0.0,150.0,622292.0,468416.0,Retail & Ecommerce,mobile
15296.881263478846,2170.0,2601945.0,1134568.0,0.0,150.0,486247.0,471214.0,Retail & Ecommerce,mobile
36635.91021860313,0.0,17303748.0,2437003.0,106437.0,0.0,2083638.0,3368599.0,Retail & Ecommerce,mobile
30158.75704402954,150.0,8333684.0,6852856.0,0.0,0.0,490726.0,475050.0,Retail & Ecommerce,mobile
11091.520902490976,0.0,1268668.0,0.0,0.0,0.0,612896.0,471485.0,Retail & Ecommerce,mobile
39613.30996211176,2700.0,7002304.0,2219473.0,201937.0,1200.0,1469121.0,6024552.0,Retail & Ecommerce,mobile
43786.83044891301,3150.0,7185972.0,2211168.0,202269.0,1200.0,1518354.0,6205913.0,Retail & Ecommerce,mobile
42099.32574086312,3150.0,6067420.0,1104451.0,201273.0,1200.0,1498643.0,5089018.0,Retail & Ecommerce,mobile
44022.70472003064,3000.0,7186155.0,2220400.0,202269.0,900.0,1517483.0,6207068.0,Retail & Ecommerce,mobile
27347.408932023915,3450.0,4167267.0,1073665.0,201612.0,1200.0,934017.0,3186374.0,Retail & Ecommerce,mobile
40626.5142874874,150.0,6022453.0,1100509.0,201935.0,600.0,1489321.0,5042937.0,Retail & Ecommerce,mobile
24304.159242878,2100.0,4287328.0,1564737.0,319565.0,750.0,804830.0,893602.0,Retail & Ecommerce,mobile
10444.579966026364,450.0,4764663.0,2721618.0,139190.0,150.0,190809.0,379099.0,Retail & Ecommerce,mobile
783.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,Retail & Ecommerce,mobile
783.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,Retail & Ecommerce,mobile
30659.60750110951,4650.0,10006696.0,7108820.0,0.0,1050.0,915630.0,9289879.0,Retail & Ecommerce,mobile
15399.48434615628,4260.0,1700958.0,85691.0,0.0,1200.0,689144.0,1446774.0,Retail & Ecommerce,mobile
17528.537978082506,1210.0,26673074.0,25621215.0,0.0,1060.0,294757.0,758783.0,Retail & Ecommerce,mobile
26250.245959852407,2550.0,3375137.0,863321.0,0.0,1020.0,801232.0,2316727.0,Retail & Ecommerce,mobile
20231.175437849422,3380.0,2656474.0,147417.0,0.0,1400.0,987746.0,2261081.0,Retail & Ecommerce,mobile
21845.331885282827,3300.0,2655711.0,147490.0,0.0,900.0,995054.0,2251780.0,Retail & Ecommerce,mobile
23881.57215275259,2850.0,3213627.0,612703.0,0.0,1200.0,1058163.0,2336575.0,Retail & Ecommerce,mobile
23350.98277538501,5400.0,3519804.0,767427.0,0.0,1650.0,929986.0,2584577.0,Retail & Ecommerce,mobile
68109.85211493682,620.0,10993931.0,436874.0,245186.0,320.0,1797752.0,10288904.0,Retail & Ecommerce,mobile
20566.3626070652,1380.0,4577156.0,1899194.0,465954.0,150.0,251697.0,511036.0,Retail & Ecommerce,mobile
14289.330403396145,750.0,2877220.0,202816.0,465959.0,0.0,199930.0,515425.0,Retail & Ecommerce,mobile
18537.05814872017,300.0,4002833.0,919555.0,531048.0,300.0,240786.0,720173.0,Retail & Ecommerce,mobile
15665.548488631624,150.0,3195759.0,427704.0,465947.0,150.0,250178.0,518782.0,Retail & Ecommerce,mobile
16063.045052794563,150.0,3379547.0,850478.0,465967.0,0.0,250632.0,514821.0,Retail & Ecommerce,mobile
16296.013032069484,450.0,3881579.0,796976.0,531052.0,250.0,238401.0,720170.0,Retail & Ecommerce,mobile
12464.041765336366,440.0,3268096.0,160781.0,531044.0,140.0,240860.0,722715.0,Retail & Ecommerce,mobile
13178.730516941778,1050.0,2888254.0,202843.0,465968.0,150.0,199842.0,510998.0,Retail & Ecommerce,mobile
11205.50906428411,450.0,3189468.0,104078.0,531050.0,80.0,240273.0,720757.0,Retail & Ecommerce,mobile
14307.929039986506,600.0,3197930.0,116488.0,531046.0,150.0,240512.0,719151.0,Retail & Ecommerce,mobile
8516.28546392438,1050.0,1156448.0,320985.0,108991.0,300.0,226701.0,498038.0,Retail & Ecommerce,mobile
7677.725619911175,1200.0,945312.0,119916.0,108984.0,450.0,225129.0,499318.0,Retail & Ecommerce,mobile
7370.8741335458035,450.0,1497818.0,641949.0,142256.0,300.0,228338.0,532512.0,Retail & Ecommerce,mobile
6583.990219020101,900.0,827707.0,14437.0,97759.0,250.0,229145.0,486841.0,Retail & Ecommerce,mobile
7806.386115543372,1050.0,846793.0,29051.0,108986.0,300.0,228325.0,498058.0,Retail & Ecommerce,mobile
8143.042940016732,1360.0,1193961.0,344424.0,138751.0,490.0,252217.0,529089.0,Retail & Ecommerce,mobile
7999.730399382061,600.0,1156309.0,320898.0,108976.0,300.0,226324.0,498065.0,Retail & Ecommerce,mobile
7451.307585045615,1050.0,819982.0,14444.0,97768.0,300.0,229208.0,486810.0,Retail & Ecommerce,mobile
8612.0762699343,960.0,1336235.0,496286.0,108993.0,0.0,222880.0,498904.0,Retail & Ecommerce,mobile
7882.577056095452,790.0,1331812.0,496266.0,108979.0,40.0,226792.0,498089.0,Retail & Ecommerce,mobile
31764.336551391407,280.0,4073721.0,1079139.0,190950.0,150.0,645086.0,2979135.0,Retail & Ecommerce,mobile
3749.4384084108992,600.0,345615.0,0.0,66537.0,0.0,111764.0,329108.0,"Travel, Tours & Lodging",mobile
13041.504133276048,0.0,1926069.0,167572.0,582740.0,750.0,214307.0,1574638.0,"Travel, Tours & Lodging",mobile
10335.553473528356,0.0,1922922.0,166860.0,582729.0,750.0,214240.0,1573467.0,"Travel, Tours & Lodging",mobile
13066.500388039793,0.0,1923325.0,166897.0,582759.0,750.0,214240.0,1573851.0,"Travel, Tours & Lodging",mobile
10016.501189553544,0.0,1924883.0,166934.0,582731.0,600.0,214242.0,1573577.0,"Travel, Tours & Lodging",mobile
13005.50131396294,0.0,1926162.0,167552.0,582732.0,900.0,214307.0,1574530.0,"Travel, Tours & Lodging",mobile
12713.55571242479,450.0,1925913.0,167566.0,582748.0,880.0,214304.0,1574531.0,"Travel, Tours & Lodging",mobile
11328.50192866995,450.0,1925873.0,166293.0,582735.0,750.0,214239.0,1572974.0,"Travel, Tours & Lodging",mobile
13182.50022052175,0.0,1925350.0,166887.0,582742.0,750.0,214305.0,1573934.0,"Travel, Tours & Lodging",mobile
10961.023756809594,300.0,1924756.0,166904.0,582733.0,900.0,214242.0,1573502.0,"Travel, Tours & Lodging",mobile
21713.94542,740.0,6267970.0,5706457.0,101475.0,180.0,115530.0,129476.0,"Travel, Tours & Lodging",mobile
24640.75,300.0,10070982.0,9513470.0,101475.0,150.0,119685.0,129506.0,"Travel, Tours & Lodging",mobile
8294.71779180595,300.0,1305078.0,384532.0,82344.0,0.0,365177.0,625228.0,"Travel, Tours & Lodging",mobile
5541.694215870243,300.0,939693.0,462844.0,82344.0,150.0,114277.0,129868.0,"Travel, Tours & Lodging",mobile
6336.55,300.0,1752372.0,1233341.0,101475.0,0.0,192862.0,111333.0,"Travel, Tours & Lodging",mobile
6641.950000000001,300.0,5118673.0,4576043.0,101475.0,300.0,117662.0,127498.0,"Travel, Tours & Lodging",mobile
5103.0,150.0,632073.0,264600.0,82344.0,0.0,75826.0,19574.0,"Travel, Tours & Lodging",mobile
8901.275000000001,310.0,1342052.0,446233.0,101475.0,150.0,428072.0,128071.0,"Travel, Tours & Lodging",mobile
19004.55503923556,600.0,3727294.0,883517.0,165466.0,150.0,415083.0,1888488.0,"Travel, Tours & Lodging",mobile
20079.57026321417,2860.0,3256837.0,173628.0,165860.0,150.0,558318.0,2156964.0,"Travel, Tours & Lodging",mobile
15901.044060389388,2850.0,2129359.0,40193.0,165445.0,0.0,494056.0,1114674.0,"Travel, Tours & Lodging",mobile
21606.56466426558,900.0,4209632.0,1232315.0,165468.0,0.0,497436.0,2340224.0,"Travel, Tours & Lodging",mobile
18856.78944249441,300.0,2969317.0,300618.0,165480.0,150.0,463287.0,1654028.0,"Travel, Tours & Lodging",mobile
19090.13766495274,2510.0,3659019.0,950537.0,165450.0,0.0,438032.0,1654100.0,"Travel, Tours & Lodging",mobile
21121.053528584976,1950.0,3355823.0,478899.0,193059.0,150.0,493924.0,1930101.0,"Travel, Tours & Lodging",mobile
19643.615510425283,1050.0,3029414.0,182710.0,165482.0,0.0,494406.0,1870024.0,"Travel, Tours & Lodging",mobile
20380.07850845253,1920.0,3385754.0,518772.0,165442.0,150.0,437502.0,1889060.0,"Travel, Tours & Lodging",mobile
16232.567962757716,4110.0,2609998.0,581261.0,66661.0,150.0,968194.0,1202000.0,"Travel, Tours & Lodging",mobile
14634.56417899263,3900.0,2575098.0,745315.0,66661.0,0.0,833432.0,1089472.0,"Travel, Tours & Lodging",mobile
14943.543635960024,4630.0,2563591.0,741994.0,66662.0,0.0,890941.0,998987.0,"Travel, Tours & Lodging",mobile
16636.552788202607,4900.0,2934109.0,603617.0,66661.0,150.0,1012217.0,1430672.0,"Travel, Tours & Lodging",mobile
17817.630894167185,4800.0,3228423.0,735546.0,66661.0,450.0,1002366.0,1815693.0,"Travel, Tours & Lodging",mobile
15266.76220934701,4430.0,2526939.0,698708.0,66661.0,0.0,867182.0,998399.0,"Travel, Tours & Lodging",mobile
14077.420224016549,450.0,2532844.0,713407.0,66662.0,0.0,892679.0,998428.0,"Travel, Tours & Lodging",mobile
14181.951064648863,0.0,2525939.0,698729.0,66662.0,0.0,867233.0,998422.0,"Travel, Tours & Lodging",mobile
13635.182379352274,4960.0,2009741.0,199492.0,66661.0,0.0,919222.0,998370.0,"Travel, Tours & Lodging",mobile
18344.61400098773,1580.0,2969479.0,574988.0,66661.0,0.0,948485.0,1562964.0,"Travel, Tours & Lodging",mobile
10136.5,450.0,2357802.0,1706817.0,53186.0,0.0,105268.0,36903.0,"Travel, Tours & Lodging",mobile
4571.0,0.0,780222.0,148605.0,53186.0,0.0,109624.0,36903.0,"Travel, Tours & Lodging",mobile
5778.0,0.0,861148.0,106097.0,53186.0,150.0,109763.0,36903.0,"Travel, Tours & Lodging",mobile
4625.006898428855,150.0,733365.0,138556.0,53186.0,150.0,109734.0,36903.0,"Travel, Tours & Lodging",mobile
5547.04788770068,600.0,647133.0,114806.0,53186.0,300.0,109362.0,36903.0,"Travel, Tours & Lodging",mobile
5387.5,0.0,1086704.0,473719.0,53186.0,0.0,109653.0,36903.0,"Travel, Tours & Lodging",mobile
5225.036726669192,450.0,829010.0,282686.0,53186.0,150.0,109472.0,36903.0,"Travel, Tours & Lodging",mobile
5319.084020637856,450.0,686796.0,155850.0,53186.0,150.0,109359.0,36903.0,"Travel, Tours & Lodging",mobile
5085.519721770939,450.0,925396.0,392980.0,53186.0,0.0,109506.0,36903.0,"Travel, Tours & Lodging",mobile
5037.6048322386905,600.0,1244777.0,710538.0,53186.0,150.0,110093.0,36903.0,"Travel, Tours & Lodging",mobile
36321.28997039338,3710.0,4585375.0,1286933.0,333191.0,0.0,815980.0,1447194.0,"Travel, Tours & Lodging",mobile
13561.47958531126,750.0,2662246.0,918927.0,337171.0,0.0,325256.0,360499.0,"Travel, Tours & Lodging",mobile
19298.076168132386,450.0,5912949.0,3354515.0,337164.0,0.0,505282.0,929973.0,"Travel, Tours & Lodging",mobile
12689.607407345364,1780.0,1907334.0,205128.0,337172.0,150.0,565974.0,360417.0,"Travel, Tours & Lodging",mobile
14498.698300169286,1790.0,3413016.0,1996206.0,337164.0,150.0,296316.0,360502.0,"Travel, Tours & Lodging",mobile
13216.566029493566,2710.0,1887069.0,180203.0,337164.0,0.0,566558.0,361056.0,"Travel, Tours & Lodging",mobile
12749.991205461823,2720.0,1800511.0,89586.0,337164.0,150.0,566048.0,360417.0,"Travel, Tours & Lodging",mobile
12677.89786018896,3010.0,1780196.0,77429.0,337164.0,150.0,566767.0,361195.0,"Travel, Tours & Lodging",mobile
12384.808967321824,1960.0,1835911.0,129118.0,337171.0,0.0,566428.0,361064.0,"Travel, Tours & Lodging",mobile
13433.531377677707,750.0,1979694.0,102461.0,337170.0,300.0,565973.0,403163.0,"Travel, Tours & Lodging",mobile
14034.090755403096,1650.0,2164426.0,740232.0,337164.0,150.0,326492.0,360182.0,"Travel, Tours & Lodging",mobile
21877.200743895886,2830.0,17937554.0,553835.0,254448.0,0.0,531318.0,15731069.0,"Travel, Tours & Lodging",mobile
16531.211139275016,2840.0,3023235.0,137032.0,254452.0,0.0,546392.0,797035.0,"Travel, Tours & Lodging",mobile
16492.75557239625,1970.0,3225656.0,225284.0,333161.0,0.0,493053.0,974844.0,"Travel, Tours & Lodging",mobile
16871.82539692454,2310.0,4161842.0,271521.0,254454.0,150.0,519703.0,1953193.0,"Travel, Tours & Lodging",mobile
16811.45516899589,1980.0,2628158.0,99673.0,254460.0,150.0,540511.0,440994.0,"Travel, Tours & Lodging",mobile
17016.270169002506,1970.0,3231472.0,80044.0,333189.0,0.0,523714.0,977178.0,"Travel, Tours & Lodging",mobile
18771.507840971462,1980.0,3910952.0,114260.0,254452.0,150.0,546078.0,1739092.0,"Travel, Tours & Lodging",mobile
29764.12212529593,2040.0,11208735.0,8359691.0,1232726.0,890.0,640557.0,1254738.0,"Travel, Tours & Lodging",mobile
20824.1568522008,2250.0,4426336.0,1167539.0,1232727.0,900.0,871471.0,1689208.0,"Travel, Tours & Lodging",mobile
19438.642833931885,1050.0,4908595.0,1855284.0,1181532.0,750.0,813143.0,1527547.0,"Travel, Tours & Lodging",mobile
21244.23220693072,3300.0,3563476.0,304447.0,1232727.0,1050.0,872135.0,1688762.0,"Travel, Tours & Lodging",mobile
20910.12999171827,2550.0,4634538.0,1282186.0,1232720.0,900.0,887895.0,1763952.0,"Travel, Tours & Lodging",mobile
20643.168461573903,3000.0,4848961.0,1578104.0,1232719.0,900.0,871785.0,1689458.0,"Travel, Tours & Lodging",mobile
19456.124916557128,2550.0,4351922.0,1295818.0,1181524.0,1050.0,814322.0,1531252.0,"Travel, Tours & Lodging",mobile
20931.115982672138,2100.0,3625291.0,592397.0,1134411.0,900.0,754743.0,1874588.0,"Travel, Tours & Lodging",mobile
20804.61903266109,3150.0,4772876.0,1317598.0,1407742.0,900.0,869215.0,1688804.0,"Travel, Tours & Lodging",mobile
25852.09133834175,7050.0,4722307.0,1024192.0,475968.0,0.0,1442652.0,390742.0,"Travel, Tours & Lodging",mobile
13249.382703342715,1650.0,2573524.0,1337414.0,162346.0,150.0,316525.0,363523.0,"Travel, Tours & Lodging",mobile
18554.84015005056,1690.0,4047608.0,2762532.0,126932.0,150.0,441495.0,452548.0,"Travel, Tours & Lodging",mobile
38927.35743065532,1930.0,13113145.0,11800126.0,126922.0,300.0,439319.0,450694.0,"Travel, Tours & Lodging",mobile
60897.11386988333,1950.0,20723025.0,19409652.0,126906.0,600.0,439288.0,450664.0,"Travel, Tours & Lodging",mobile
16608.519467866514,1750.0,4481867.0,3168370.0,126927.0,150.0,439626.0,450687.0,"Travel, Tours & Lodging",mobile
20367.8178042476,2350.0,5354116.0,2949631.0,126933.0,300.0,426619.0,566437.0,"Travel, Tours & Lodging",mobile
12916.000842437816,1650.0,2036796.0,790495.0,126909.0,0.0,440457.0,441594.0,"Travel, Tours & Lodging",mobile
68237.11475374056,1930.0,22880635.0,21560063.0,126950.0,300.0,439325.0,450614.0,"Travel, Tours & Lodging",mobile
98909.75744377784,1800.0,33319932.0,32019118.0,126916.0,300.0,439778.0,441554.0,"Travel, Tours & Lodging",mobile
18214.53799238404,1650.0,3789909.0,2510701.0,126940.0,150.0,439585.0,450657.0,"Travel, Tours & Lodging",mobile
14002.860810694932,150.0,2635951.0,785618.0,125005.0,0.0,636809.0,1294164.0,"Travel, Tours & Lodging",mobile
5751.658782280636,610.0,951109.0,340821.0,125005.0,0.0,78450.0,128148.0,"Travel, Tours & Lodging",mobile
14045.372071572432,3450.0,2627206.0,784721.0,125005.0,300.0,637081.0,1285562.0,"Travel, Tours & Lodging",mobile
11345.757946480204,750.0,2047481.0,1447078.0,125005.0,0.0,85662.0,145489.0,"Travel, Tours & Lodging",mobile
26365.400513461616,1150.0,6787842.0,29690.0,54782.0,0.0,1911382.0,6297711.0,"Travel, Tours & Lodging",mobile
3539.8496152941634,0.0,716804.0,156236.0,125005.0,0.0,85661.0,154535.0,"Travel, Tours & Lodging",mobile
3628.014721297968,150.0,963564.0,349594.0,125005.0,0.0,85660.0,154567.0,"Travel, Tours & Lodging",mobile
3627.517537075693,0.0,1924885.0,1261778.0,157144.0,0.0,85658.0,154565.0,"Travel, Tours & Lodging",mobile
4269.6484244332505,460.0,530356.0,7389.0,125005.0,0.0,79389.0,132443.0,"Travel, Tours & Lodging",mobile
31074.51577840618,3560.0,5798406.0,1650993.0,162902.0,930.0,1447555.0,2341497.0,"Travel, Tours & Lodging",mobile
25523.721216015816,7350.0,4219243.0,94378.0,162893.0,1200.0,1404506.0,2368033.0,"Travel, Tours & Lodging",mobile
25120.71689577309,5790.0,12200139.0,65312.0,162902.0,750.0,1365685.0,2194800.0,"Travel, Tours & Lodging",mobile
24595.461592659994,8220.0,9216866.0,234651.0,189506.0,1320.0,1362013.0,2195664.0,"Travel, Tours & Lodging",mobile
27666.787508937643,3110.0,4357968.0,10813.0,146057.0,470.0,1529825.0,2383100.0,"Travel, Tours & Lodging",mobile
24793.076029858094,8890.0,4026855.0,96493.0,162888.0,1050.0,1368959.0,2195691.0,"Travel, Tours & Lodging",mobile
26245.050863521938,3330.0,4286968.0,89438.0,162887.0,750.0,1501662.0,2378084.0,"Travel, Tours & Lodging",mobile
8250.115107008454,150.0,1702587.0,1024250.0,136057.0,0.0,137699.0,1125606.0,"Travel, Tours & Lodging",mobile
23640.49464538501,3880.0,4353705.0,10777.0,146057.0,930.0,1531779.0,2382724.0,"Travel, Tours & Lodging",mobile
25256.165802388376,3300.0,4267133.0,105649.0,162881.0,750.0,1406888.0,2372973.0,"Travel, Tours & Lodging",mobile
38796.37792025779,460.0,5742623.0,2111908.0,194372.0,0.0,1038662.0,1723456.0,"Travel, Tours & Lodging",mobile
30176.78046643321,2870.0,3856543.0,574255.0,192013.0,0.0,1020160.0,1815712.0,"Travel, Tours & Lodging",mobile
25860.1917462645,2870.0,3789515.0,674627.0,192013.0,0.0,998382.0,1721307.0,"Travel, Tours & Lodging",mobile
27317.740785717207,3750.0,3936878.0,707480.0,192015.0,0.0,1063046.0,1722059.0,"Travel, Tours & Lodging",mobile
27715.28496894096,450.0,3693000.0,502615.0,192015.0,0.0,1030244.0,1721060.0,"Travel, Tours & Lodging",mobile
27175.016740529485,4650.0,3655465.0,379778.0,192012.0,0.0,1136846.0,1698591.0,"Travel, Tours & Lodging",mobile
32918.511279675164,4950.0,5740934.0,2113101.0,194372.0,0.0,1039767.0,1722375.0,"Travel, Tours & Lodging",mobile
38566.17714191096,4800.0,5343999.0,934723.0,230171.0,0.0,1562181.0,2734184.0,"Travel, Tours & Lodging",mobile
28578.93102379954,3900.0,3860852.0,596788.0,191839.0,0.0,1007481.0,1717345.0,"Travel, Tours & Lodging",mobile
25320.129474940102,3150.0,3224596.0,151175.0,191839.0,0.0,985239.0,1720206.0,"Travel, Tours & Lodging",mobile
26552.56689358509,1650.0,5790358.0,2385826.0,193485.0,600.0,983980.0,2337927.0,"Travel, Tours & Lodging",mobile
17445.26192928921,1520.0,3356027.0,120500.0,158027.0,750.0,936903.0,2307663.0,"Travel, Tours & Lodging",mobile
18191.23528401621,1800.0,3829859.0,594309.0,158027.0,750.0,984753.0,2308774.0,"Travel, Tours & Lodging",mobile
19417.84963195439,1500.0,4392829.0,1077024.0,158203.0,750.0,936821.0,2327591.0,"Travel, Tours & Lodging",mobile
20202.269371076065,1800.0,3834721.0,601104.0,158028.0,900.0,992642.0,2316201.0,"Travel, Tours & Lodging",mobile
17994.618030642916,1800.0,3618230.0,377663.0,158028.0,750.0,985056.0,2316289.0,"Travel, Tours & Lodging",mobile
18400.26811016107,2070.0,3676366.0,352232.0,158028.0,760.0,983471.0,2322188.0,"Travel, Tours & Lodging",mobile
24015.91729665154,1800.0,5020768.0,1789468.0,158205.0,750.0,990902.0,2300720.0,"Travel, Tours & Lodging",mobile
17718.666971913946,1650.0,3775190.0,532293.0,158027.0,750.0,991515.0,2303898.0,"Travel, Tours & Lodging",mobile
18183.3109331076,1650.0,3770476.0,427864.0,158027.0,750.0,935009.0,2316541.0,"Travel, Tours & Lodging",mobile
19461.06401256857,380.0,3903613.0,2146739.0,505113.0,640.0,505187.0,2334197.0,"Travel, Tours & Lodging",mobile
19777.97882653275,460.0,3929547.0,2163843.0,505104.0,570.0,511674.0,2343517.0,"Travel, Tours & Lodging",mobile
18807.52298057801,310.0,3893569.0,2138021.0,505112.0,600.0,505050.0,2335535.0,"Travel, Tours & Lodging",mobile
19482.022486769583,330.0,4062647.0,2306637.0,505114.0,630.0,505193.0,2494094.0,"Travel, Tours & Lodging",mobile
14848.070465946448,460.0,3893718.0,2138151.0,505115.0,680.0,505058.0,2335667.0,"Travel, Tours & Lodging",mobile
20233.65587190441,390.0,4076895.0,2311665.0,505114.0,550.0,510898.0,2503377.0,"Travel, Tours & Lodging",mobile
19642.358876302536,310.0,4079696.0,2324098.0,505112.0,650.0,506018.0,2494501.0,"Travel, Tours & Lodging",mobile
18950.65845141797,460.0,3916628.0,2152117.0,505126.0,650.0,510324.0,2343125.0,"Travel, Tours & Lodging",mobile
18872.170083351924,460.0,3892944.0,2136976.0,505116.0,650.0,505053.0,2334577.0,"Travel, Tours & Lodging",mobile
3209.565350917779,150.0,521204.0,5907.0,0.0,0.0,21384.0,410801.0,"Travel, Tours & Lodging",mobile
89125.01053647109,38550.0,19511193.0,7943096.0,394653.0,150.0,6305916.0,10515337.0,"Travel, Tours & Lodging",mobile
3249.999790596604,0.0,248172.0,37617.0,0.0,1070.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
3238.249250594107,0.0,248155.0,37617.0,0.0,1060.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
3384.483150769365,0.0,248169.0,37617.0,0.0,1130.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
3454.4325454264845,0.0,248184.0,37617.0,0.0,1150.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
3238.94685078603,0.0,248172.0,37617.0,0.0,1060.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
2588.890256510548,0.0,246586.0,37617.0,0.0,930.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
3236.466150338858,0.0,248172.0,37617.0,0.0,1070.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
3223.009555390378,0.0,248172.0,37617.0,0.0,1070.0,0.0,102135.0,"Travel, Tours & Lodging",mobile
29316.53561000057,3580.0,22769779.0,5407262.0,90981.0,0.0,1326664.0,16025956.0,"Travel, Tours & Lodging",mobile
1534.506115,0.0,26092.0,4981.0,0.0,0.0,0.0,11808.0,"Travel, Tours & Lodging",mobile
13478.822574460384,1900.0,14919063.0,13338434.0,90308.0,460.0,459022.0,420418.0,"Travel, Tours & Lodging",mobile
20212.081380060816,2640.0,16422304.0,14767946.0,90294.0,620.0,720220.0,891946.0,"Travel, Tours & Lodging",mobile
14177.132824562776,2090.0,14014618.0,12448858.0,90306.0,300.0,455651.0,419974.0,"Travel, Tours & Lodging",mobile
12968.788288814734,2330.0,2069447.0,852786.0,90295.0,470.0,463427.0,419528.0,"Travel, Tours & Lodging",mobile
15837.219869142657,2630.0,5595199.0,4029601.0,90306.0,460.0,454300.0,420296.0,"Travel, Tours & Lodging",mobile
21469.59232172531,3680.0,16087655.0,14432503.0,90292.0,310.0,720473.0,892244.0,"Travel, Tours & Lodging",mobile
11179.76277652012,2840.0,1401893.0,176412.0,90307.0,460.0,496654.0,419929.0,"Travel, Tours & Lodging",mobile
23108.3301697883,2470.0,4547867.0,2888047.0,90306.0,460.0,693418.0,909472.0,"Travel, Tours & Lodging",mobile
14206.494836556869,1960.0,2274287.0,619284.0,90305.0,160.0,720663.0,899091.0,"Travel, Tours & Lodging",mobile
14192.8236392751,300.0,12555641.0,10931493.0,497828.0,450.0,319245.0,1935948.0,"Travel, Tours & Lodging",mobile
26700.017437893337,5550.0,3936151.0,890060.0,105823.0,900.0,1153478.0,2229761.0,"Travel, Tours & Lodging",mobile
50366.32436013207,3760.0,12740332.0,4580364.0,679517.0,600.0,3626464.0,11205838.0,"Travel, Tours & Lodging",mobile
58011.0700051148,7050.0,9604254.0,1296012.0,509677.0,900.0,3650930.0,8317534.0,"Travel, Tours & Lodging",mobile
48709.27275858978,2100.0,22126743.0,6367708.0,368493.0,600.0,1583176.0,9141415.0,"Travel, Tours & Lodging",mobile
42330.99119120771,3600.0,5984489.0,1133242.0,528983.0,730.0,1550266.0,4444871.0,"Travel, Tours & Lodging",mobile
32172.17396047904,4950.0,4558945.0,532237.0,331432.0,450.0,1506207.0,3380387.0,"Travel, Tours & Lodging",mobile
35891.78839576829,4130.0,5610559.0,1346318.0,490652.0,570.0,1472249.0,4075187.0,"Travel, Tours & Lodging",mobile
38747.53045114082,2700.0,6143948.0,1376057.0,528984.0,420.0,1548856.0,4604476.0,"Travel, Tours & Lodging",mobile
39099.53636608884,3450.0,5936448.0,1278328.0,528983.0,600.0,1548607.0,4393819.0,"Travel, Tours & Lodging",mobile
27305.72933280807,2700.0,4667357.0,671564.0,245482.0,600.0,1485194.0,3398167.0,"Travel, Tours & Lodging",mobile
85187.26715040253,830.0,20873145.0,16556736.0,329937.0,1140.0,1679919.0,18873066.0,"Travel, Tours & Lodging",mobile
54166.70446811839,0.0,12040424.0,7063346.0,597753.0,910.0,1708288.0,3870276.0,"Travel, Tours & Lodging",mobile
56205.89150016256,9600.0,21033120.0,7324267.0,272593.0,750.0,2031084.0,12778841.0,Health & Wellness,mobile
33428.44626126136,7050.0,5437314.0,560600.0,300114.0,450.0,1683955.0,3883170.0,Health & Wellness,mobile
33517.683210809715,8550.0,5447498.0,561302.0,299108.0,750.0,1704023.0,3906820.0,Health & Wellness,mobile
762.5,0.0,7737.0,0.0,0.0,0.0,0.0,0.0,Health & Wellness,mobile
26725.119930946803,1800.0,19354922.0,3488413.0,956222.0,0.0,804208.0,17837016.0,Health & Wellness,mobile
15331.813298895337,0.0,2530511.0,758472.0,89775.0,900.0,519689.0,1013208.0,Health & Wellness,mobile
24401.117792571946,1800.0,25006224.0,3449171.0,956015.0,150.0,827031.0,23488197.0,Health & Wellness,mobile
4390.626732043704,0.0,160875.0,86543.0,63138.0,0.0,0.0,152465.0,Health & Wellness,mobile
23818.33697880611,4410.0,8843592.0,6313019.0,67212.0,0.0,1129387.0,8671148.0,Health & Wellness,mobile
21092.294494031707,770.0,2962342.0,468834.0,50394.0,0.0,1137706.0,2825493.0,Health & Wellness,mobile
20178.76249506493,2630.0,2830020.0,337380.0,50394.0,0.0,1138564.0,2694260.0,Health & Wellness,mobile
19859.28436344384,1020.0,2852098.0,355980.0,50391.0,0.0,1136644.0,2712728.0,Health & Wellness,mobile
27459.47978923352,5780.0,7702348.0,5421352.0,50391.0,0.0,995424.0,7570039.0,Health & Wellness,mobile
20638.539664422875,5930.0,2788171.0,296755.0,50391.0,0.0,1126048.0,2639422.0,Health & Wellness,mobile
